dataset,optimizer,iteration,variation,runtime
Adiac,adam-1000-10,1_1295724427148218015,193.10403033619633,100.1794958114624
Adiac,adam-1000-10,2_1077364166650973956,113.44709530274596,100.90499448776245
Adiac,adam-1000-10,3_758595404793597802,137.8052604132939,101.86140656471252
Adiac,adam-1000-10,4_1157059518211248080,117.40535711960477,102.17249417304993
Adiac,adam-1000-10,5_1616180389598416949,122.15884028324784,101.19879126548767
Adiac,adam-1000-10,6_2054120818743922843,117.22388365741986,102.18955183029175
Adiac,adam-1000-10,7_1637861659386532097,122.16932062455837,101.81913709640503
Adiac,adam-1000-10,8_661424415421452647,176.29355339963547,101.57620239257812
Adiac,adam-1000-10,9_995871663335100876,307.2171079149085,101.14467287063599
Adiac,adam-1000-10,10_1746522545268937265,113.41521281312271,101.32522058486938
Adiac,adam-1000-10,11_1480110328102998678,255.63867272134704,100.88412356376648
Adiac,adam-1000-10,12_779773648012006139,113.90141801989174,100.6958019733429
Adiac,adam-1000-10,13_1047372238224315232,211.934669115885,101.11572551727295
Adiac,adam-1000-10,14_1954678788104606661,161.4677238733272,101.3931450843811
Adiac,adam-1000-10,15_1118682164355355691,122.15400918192319,101.63710379600525
Adiac,adam-1000-10,16_1754102028675011729,114.32230382181938,102.27522039413452
Adiac,adam-1000-10,17_1373280129080841463,307.4198025310521,101.83453059196472
Adiac,adam-1000-10,18_13271106940523869,137.9125728144823,101.40984296798706
Adiac,adam-1000-10,19_2289109543343838658,367.1158773188805,101.98664045333862
Adiac,adam-1000-10,20_1117642026355480104,176.2534201319327,101.49156713485718
Adiac,adam-1000-10,21_2301499939877246605,114.45892394895007,101.51304721832275
Adiac,adam-1000-10,22_406151350556514035,122.27657185239798,101.17761015892029
Adiac,adam-1000-10,23_82998286083381080,129.023852089145,100.85950827598572
Adiac,adam-1000-10,24_1208234637658642364,224.69324091470918,100.4876754283905
Adiac,adam-1000-10,25_182828994083117089,401.4830063379993,100.55495166778564
Adiac,adam-1000-10,26_2046109227268135045,148.6339658302537,100.80768084526062
Adiac,adam-1000-10,27_329873281135368427,128.89094711528028,101.25536227226257
Adiac,adam-1000-10,28_1973511773020969296,232.76346896952728,101.71245288848877
Adiac,adam-1000-10,29_1816398708237359541,113.50647953247,100.93147730827332
